freq	hypo
1		Dr. Georges Bwelle bringt kostenlose Gesundheitsversorgung in ländliche Dörfer in Kamerun.
1		Aus Sicherheitsgründen konnten sie zwei Standorte nicht besuchen, sagten die Inspektoren.
1		Die Vegetarian Association wird am Vegan-Welttag am 1. November weitere Beispiele vorlegen.
1		Arktische Affen verschieben aufgrund der Krankheit von Alex Turner den Glasgow-Auftritt.
1		Vor 13,7 Milliarden Jahren wurde unser Kosmos durch den Urknall geschaffen.
1		Die Zerstörung der Ausrüstung bedeutet, dass Syrien keine neuen chemischen Waffen mehr herstellen kann.
1		Zwei Mitglieder jedes "Clans" oder Teams können dann am jeweiligen Wettbewerb teilnehmen.
1		Clive Palmer behauptet, dass Tony Abbott einen Interessenkonflikt im Hinblick auf das System des Elternurlaubs aufweist.
1		Union und SPD haben ihre Koalitionsverhandlungen mit den Themen Inneres und Justiz fortgesetzt.
1		Ihr Motto lautet auf dem großen Plakat: "Wir sind gegen unvollendete Gebäude".
1		Der Einwohner von Aachen erlitt schwere Verletzungen und musste zur Behandlung ins Krankenhaus gebracht werden.
1		Gewicht, Fettgehalt und Farbe: Uli erklärte, was für die beste Qualität erforderlich ist.
1		Der Tunnel hat einen Querschnitt von 1,20 m Höhe und einen Durchmesser von 90 Zentimeter.
1		Sie verglich mehrere deutsche Sprichwörter mit den entsprechenden Bibelversen und erläuterte die Bedeutung.
1		Die Ampel war eigentlich nicht defekt, sondern nur wenige Minuten später grün geworden.
1		Der krönende Glanz wird ein Besuch in der Abendmahlskirche sein.
1		Mindestens zweimal in diesem Jahr startete Israel Luftangriffe auf Raketentransporte innerhalb Syriens.
1		Daher hoffe ich, dass es meinen Spielern endlich gelungen ist, in der kurzen Pause den Kopf frei zu machen.
1		Nach kurzer Zeit gelang es ihnen, die erste Person zu finden und sie aus dem Gebäude zu führen.
1		Einer der Angeklagten sitzt derzeit aufgrund einer anderen Straftat in einem offenen Gefängnis.
1		"Im Alter braucht man einfach seinen eigenen Platz, um sich zurückzuziehen", sagte Ries.
1		Ein mündlicher Streit über die Berufung der Stadt ist für einige Zeit nach dem 14. März 2014 geplant.
1		Jetzt soll der neue Express "vollständig korrigiert" werden, sagte der Regulierer.
1		Uns wurde jetzt gesagt, dass auch die öffentlichen Erklärungen des Bürgermeisters Wirkung zeigen.
1		Laut The Nielsen Company werden die Amerikaner in diesem Jahr 1,9 Milliarden Dollar dafür ausgeben.
1		Dabei ging es nicht nur um Spitzenleistungen, sondern auch um das gesamte Leistungsspektrum der Athletik.
1		Janson selbst ist eine alte Hand, wenn es um seinen Beruf geht, die Kunst des Handelns.
1		An diesem Festwochenende finden auch das Kirchenfest Kirchen-Hausen statt.
1		Abgesehen von der Landung von Ankunftsflugzeugen wurde der Flugverkehr vorübergehend unterbrochen, so die Meldung.
1		Die heutigen elektronischen Geräte emittieren im Allgemeinen wesentlich niedrigere Stromübertragungen als frühere Gerätegenerationen.
1		30 Ideen standen zur Debatte, von denen jetzt fünf auf die kurze Liste gesetzt wurden.
1		Für jedes Team waren fünf Spiele geplant, wobei jedes Team ein Spiel gegen alle anderen ausspielte.
1		Ein Tag des Dankes mit der MGV (Männliche Chorgesellschaft) in Dinker
1		In diesem Sinne kann dieses Haushaltsjahr 2012 auch als voller Erfolg gewertet werden.
1		Natürlich wollen Sie etwas mit etwas Biss haben, das ist fair genug.
1		Abends wird das Team einfache Operationen mit lokaler Betäubung durchführen.
1		"Wir werden uns gegenseitig unterstützen und uns als Eltern bei Flynn lieben".
1		Zwei Lichtsätze, die so nah beieinander liegen: absichtlich oder einfach nur ein alberner Fehler?
1		Die Zufahrtsstraßen wurden gesperrt, was laut CNN zu langen Rückschlägen führte.
1		In den letzten Jahren wurde Druck auf die FAA ausgeübt, um die Beschränkungen für ihre Verwendung zu lockern.
1		Soja, Hafer, Mandel- oder Reismilch können anstelle von Milch verwendet werden.
1		Um die Menschen zum Lachen zu bringen, den Schmerz zu verringern, tue ich dies.
1		Vorhersage eines Angriffs: So funktioniert auch Obamas Drohnenphilosophie und -praktiken.
1		Der zweite Platz wurde von der Partnerschaft Michael Klippel / Sadmin Osmicic eingenommen.
1		Das Beobachtungsnetz sagte, dass auf beiden Seiten am Donnerstag Opfer zu beklagen waren, aber keine konkreten Angaben enthielten.
1		In ihrem Buch präsentiert die Innenausstattung 17 Wohnmodelle für ein unabhängiges Leben im Alter.
1		Die Teilnehmer müssen dann ihre Fähigkeiten und ihre Stärke unter Beweis stellen, indem sie einen Wasserkegel von 50 Metern mitführen.
1		"Dies ist vor allem auf den höheren Beitrag aus dem Verwaltungshaushalt zurückzuführen", sagte Rothmund.
1		Traditionell ist die Jubiläumsfeier auch immer der passende Anlass, um Ehre zu erweisen.
1		Die Fluggäste machen sich oft Sorgen um die Gepäckgebühren und andere Gebühren, aber die Fluggesellschaften lieben sie.
1		Auch 50 Gramm Sojajoghurt oder Seidentofu können diesen Zweck erfüllen.
1		"Wir befinden uns jetzt in der Mikwe, einem rituellen jüdischen Bad", erklärt er.
1		Sie fügte hinzu: "Das war lange her, und er war sehr freundlich".
1		Insbesondere spielen die Schauspielerinnen eine große Rolle bei der manchmal recht zweifelhaften Inszenierung.
1		Trotz seines Herzfehlers konnte Burt nicht davon abgehalten werden, seinen Traum zu verwirklichen.
1		Nathaniel P. Morris ist ein zweijähriger Student der Harvard Medical School.
1		Airbus bietet eine A350-Version mit einem Stand von 10 Jahren an, hat sie aber noch nicht verkauft.
1		Diese bemerkenswerte Selbstverpflichtung wurde auch durch den Abgeordneten des Landtags, Karl Rombach, gewürdigt.
1		Dies war jedoch das erste Mal, dass Kokain in einem solchen Tunnelbau gefunden wurde.
1		"Welche Wohnart Sie sich jedoch entscheiden, ist immer eine persönliche Entscheidung", erklärt sie.
1		Ihr neues Album "Prism" debütierte diese Woche an der Nr. 1.
1		Ich erwartete ein Zähneknirschen und einen Kampf am Tor.
1		Das einzige Mittel besteht darin, die Löhne und die öffentlichen Ausgaben zu kürzen - angespornt von Berlin.
1		Viele Kritiker des Veganismus warnen insbesondere vor dem Mangel an Vitamin B12.
1		Doch nun sagen Wissenschaftler, dass andere Kaninchen diese subtilen Schwanzunterschiede erkennen und darauf reagieren können.
1		Am 4. Juni begannen die Arbeiten auf dem Astro-Rasenplatz 68 x 108 m.
1		Die USA haben ihre Haltung gegenüber dem ehemaligen Mitarbeiter des US Secret Service Edward Snowden nicht geändert.
1		Natürlich versprechen die Veranstalter an beiden Nächten fette Beats und coole Sounds.
1		Das Budget für "L-Missionen" liegt dabei bei etwa einer Milliarde Euro.
1		Später reiste Mursi an die Universität Kairo, wo er seine Antrittsrede halten sollte.
1		Der erste Versuch, das Feuer zu löschen, erfolgte mit Hilfe des Tanks auf dem Feuermotor.
1		Es gibt Voraussetzungen, die erfüllt sein müssen, um diese Beihilfen von verschiedenen Ausgleichselementen zu erhalten.
1		Die meisten E-Mails werden mehrmals von Software-Robotern auf dem Weg zum Empfänger gelesen.
1		Die Kriminalpolizei untersucht die Angelegenheit, wie bereits am Freitag festgestellt wurde.
1		Gleichzeitig hat das Unternehmen auch andere Eisen im Feuer am Standort.
1		Damit ist der Postdienst bei der öffentlichen Zugänglichkeit meilenweit von der Marke entfernt.
1		E-Leser geben beispielsweise nur minimale Übertragungen aus, wenn sie eine Seite drehen.
1		Die Kontaktschleife auf der Straße reagiert nicht, oder das Licht selbst ist defekt.
1		Was macht Le Pen mit ihrer neu gewonnenen Popularität bei der französischen weißen Arbeiterklasse?
1		Auch für Transporteinrichtungen wurden Bags gesehen, wie beispielsweise Crashbarrieren, was zu Unfällen führte.
1		Und er argumentiert: "Bestimmte Aromen sind nicht mit tierischen Produkten verbunden".
1		Der Handel am Nasdaq Options-Markt wurde am Freitag Nachmittag in Deutschland unterbrochen.
1		"Ich bin ebenso frustriert und wütend wie jeder andere", sagte sie.
1		Der Säbel ist viereinhalb Meter lang und wiegt 25 bis 30 Kilometer.
1		Wir haben unsere Hunde letztes Jahr gekleidet und zu meinem Erstaunen waren wir nicht allein.
1		Die in diesem Kommentar geäußerten Meinungen sind ausschließlich die von Nathaniel Morris.
1		"Ich wusste, dass ich kein Mädchen war", erzählte er ABCNews.com.
1		Oft sind es die Kräuter oder die Art der Zubereitung, die den Geschmack hervorbringen.
1		Es gab keine anderen Einwohner zu Hause während des Feuers, setzte den Polizeisprecher fort.
1		Dr. Georges Bwelle ist einer der Top 10 CNN Helden von 2013.
1		Der Klimawandel wird in Form einer Beihilfe von 15% berücksichtigt.
1		Ein großes Infrarot-Teleskop im Weltraum könnte diese Dunkelheit durchdringen.
1		Die beiden 33-Jährigen fanden es "schön, erfolgreich und lustig".
1		"Das Gebäude ist in guten Händen", sagte Bürgermeister Michael Maier von Winterlingen.
1		Und genau diese Konditionierung führt dazu, dass viele gut gemeinte Versuche scheitern.
1		Die Straße musste blockiert werden, während der Unfall untersucht wurde, die Erklärung wurde fortgesetzt.
1		Geisingen und Kirchen-Hausen wurden erstmals gemeinsam im Jahr 794 dokumentiert.
1		Treffpunkt für seine Touren ist das Kölner Tourismuszentrum direkt am Dom.
1		Drei Tage später wurde sie von einem Hundewandler entdeckt, der im Steinbruch gefangen war.
1		Die Kohlen schimmern schwarz im Lagerhof vor dem Damm.
1		Als die Feuerwehr ankam, platzten die Flammen bereits aus einem Fenster.
1		Wir möchten uns bei allen Karteninhabern für die dadurch verursachten Unannehmlichkeiten entschuldigen.
1		Im Notfall wird die Unterstützung durch die Tagesarbeitsgruppe Königsfeld geleistet.
1		Fünf Jahre später, Herr Präsident, kann ich Ihnen nur zustimmen.
1		"Er ist zweifellos ein Held", sagte O 'Malley.
1		Bürgermeister Ralph Gerster dankte Rothmund und seinem Team für die gute Arbeit.
1		Annas E-Mail-Programm oder Browser sendet die E-Mail zunächst an den Mailserver ihres Dienstanbieters.
1		Ein Richter im Süden Georgiens hat am Mittwoch die Behörden angewiesen, alle von den Ermittlern überprüften Überwachungsvideos freizugeben.
1		Sie kam aus Angst vor der Schule nach Hause und war verärgert, die erste ihrer Freunde zu sein.
1		The Energy Department sagte Mittwoch, dass die Lieferungen in den USA in der letzten Woche um 4,1 Millionen Barrel gestiegen sind.
1		John Kerry sagt, dass die Spionage in den USA in einem beispiellosen Eingeständnis "zu weit gegangen ist"
1		Ich muss jeden Tag leben, ohne mehr Enkelkinder und meine Töchter zu sehen.
1		Da ihre androgen Rezeptoren fehlerhaft sind, entwickelte Katie weibliche Eigenschaften.
1		Bamford spricht gegen das Urteil und wurde mit 50.000 Baht Kaution belegt.
1		Obstruktionismus kann die Probleme der Obamacare-Website und Drohnenangriffe nicht entschuldigen.
1		Die Mitglieder des Beratenden Ausschusses der FAA äußerten gemischte Gefühle darüber, ob der Einsatz der Geräte ein Risiko darstellt.
1		Sie gehen davon aus, dass schlimme Dinge passieren werden, und verhindern, dass das kriminelle Denken in die Tat umgesetzt wird.
1		Die Regulierungsbehörde für Telefongespräche gehört der Federal Communications Commission und nicht der FAA.
1		Die Pipeline ist für eine jährliche Kapazität von 2,2 Billionen Kubikmeter Erdgas ausgelegt.
1		Was also, wenn Sie in der Lage waren, dies abzufangen und zu stoppen, bevor es passiert?
1		Durch die Werbung in der Fachpresse handeln häufig Riesenunternehmen auf technische Fragen hin.
1		Feuerwehrleute entfernen das Gesicht der Klippe, um den Hund vor einem bestimmten Tod zu pflücken.
1		Die meisten Lautsprecherankündigungen werden eingestellt - wodurch der Geräuschpegel deutlich gesenkt wird.
1		Auch die Amerikanische Union für bürgerliche Freiheiten ist zutiefst besorgt, da sie eine Vielzahl von Fragen der Privatsphäre aufwirft.
1		Der Minister bestand darauf, dass die tasmanische Regierung vor einem strengen System der Berichterstattung und Rechenschaftspflicht stehen würde.
1		Der Beamte gab nicht an, was das Ziel war, sagte aber, dass es mindestens ein Ziel gebe.
1		Am Sonntag geht das Team zurück in die Stadt, müde, aber stolz auf ihre Arbeit.
1		Benutzer auf Twitter haben Fotos eines SWAT-Offiziers und einer Waffe auf dem Boden veröffentlicht.
1		Fernsehaufnahmen zeigten, wie zahlreiche Krankenwagen und Polizeiwagen an einem Terminal ankamen.
1		Die neue Saison im Falkenberg Club "Blaues Bastgeweih" hat begonnen.
1		NSA gibt die Schuld an "Interner Fehler", nicht an Hackern, Für Website-Crash
1		Mick Jagger sagt, er habe Katy Perry nie getroffen, als sie 18 war.
1		Darüber hinaus haben sie den Fußpfad gereinigt und erweitert, eine Pressemitteilung kündigte an.
1		Die zunehmende Zahl der Fahrer, die in diesem Gebiet leben oder arbeiten, ist eine fantastische Entwicklung.
1		Eine der größten Verlosungen des Festivals wird ein Interview sein: David Steinberg spricht mit Larry David.
1		Die Mission besteht darin, einen Detektor aus zwei oder drei Sonden im Weltraum zu platzieren.
1		Neben dem lokalen Eon-Kraftwerk gehen die importierten Kohlen auch in Kraftwerke im Inland.
1		Es gibt jedoch Bedenken, dass kleine und mittlere Unternehmen weiterhin anfällig für Hacking und Überwachung sind.
1		Und selbst wenn sie einen Arzt sehen könnten, konnten sich viele Kamerun das nicht leisten.
1		"Es gab in Kamerun keine Neurochirurgen", sagte Georges Bwelle.
1		Bis vor kurzem hatte er wirklich kein Mitgefühl für die große Trauer, die er anderen Menschen bereitet hatte.
1		Es wurden keine spezifischen Angaben zu den Inhaftierten gemacht, aber es wird berichtet, dass mindestens eine von ihnen Mexikaner ist.
1		Bürgermeister Erich Maier antwortete, dass der Postdienst nicht mit Lampertheim kommuniziert sei.
1		Die Verfahren betrafen zunächst hauptsächlich den Wiederaufbau der Serie von Ereignissen in der Nacht des Verbrechens.
1		Aus diesem Grund ähnelt eine traditionelle E-Mail eher einer offenen Postkarte als einem versiegelten Brief.
1		Während die Anzahl der Yahoo Mail-Konten vor kurzem zurückgegangen ist, konnte Google Google Google Mail erheblich wachsen.
1		Es bestünde die Gefahr des umgeleiteten Verkehrs auf Landstraßen, die bereits Unfallherde sind.
1		Laut Aussage versteckte der Mann die Frau in einem Wald in der Nähe von Helmstedt.
1		Politiker lehnen es ab, die Steuer auch nur einen Cent zu erhöhen, wenn die Gaspreise hoch sind.
1		Am 25. Juli sind in den USA seit März 2011 schätzungsweise 100.000 Menschen im Konflikt ums Leben gekommen.
1		Was die Frage der Finanzierung der einzelnen Gemeinden betrifft, so wurde die Notwendigkeit einer ausführlichen Diskussion deutlich.
1		Seit 2006 wurden in Mexiko mehr als 77.000 Menschen im Zusammenhang mit Drogenkriminalität getötet.
1		Sie war mitten in der Felswand - 50ft von oben und unten entfernt.
1		Unter anderem müssen die Städte und Gemeinden, die die Beihilfen beantragen, bestimmte kommunale Sätze erheben.
1		Das macht uns aber keineswegs zu Lieblingen, denn im Derby kann alles passieren.
1		Sie wollen herausfinden, welche Rolle der riesige Planet bei der Entwicklung des Sonnensystems gespielt hat.
1		Laut einem Nachrichtenbericht über Frankreich 24 sind im benachbarten Frankreich Geschlechterfragen immer noch umstritten.
1		So dient zum Beispiel ein mit Pflanzencreme übergossener Tofu als Ersatz für Quarkkäse.
1		Wenn das Jahr in nur acht Wochen endet, steht das Jubiläumsjahr bevor.
1		Arnold erklärte die Technologie des neuen Systems: Es ist mit zwei Radarsensoren ausgestattet.
1		"Neue Stimmen, die gerne singen, sind jederzeit mehr als willkommen", so Schlotmann.
1		Wir sind es ehrlich gesagt leid, uns bei diesem Thema als "Hallenmonitoren" zu fühlen.
1		Als sie Tränen bekämpft, sagte sie, Patek hätte zum Tode verurteilt werden müssen.
1		Regisseur Jens Hasselmann spielt den alten Mann im Boot vor Fischerdorf.
1		Ich konsumiere keinen ausländischen Cholesterinspiegel und habe meine Vitaminaufnahme erhöht.
1		Doch im Hinblick auf den siegreichen Run sang Rangnick das Lob seines Teams.
1		Der Gewinn bei den Stückkosten wird verglichen mit dem derzeit verwendeten 10-fachen Stand verwischt.
1		Der Reformplan für die in den Gemeinden angehäuften Vermögenswerte soll zu einem bestimmten Zweck beibehalten werden.
1		Er fügte hinzu: "Es war nicht möglich, wieder abzufliegen, so dass wir um Hilfe gebeten wurden".
1		"Deutschlands beliebtester Schinken", sagte Jumbo und präsentierte den Schwarzwälder Schinken.
1		In Großbritannien erwirtschaftete das Freizeitgeschäft des Flight Centre eine gute Leistung, während Firmenkunden weniger ausgaben.
1		Ich vermute, dass Schottland im Rahmen einer lockereren europäischen Vereinbarung gut abschneiden könnte, wenn wir unsere eigene Währung behalten würden.
1		In den Vereinigten Staaten beträgt das Durchschnittsalter 12,5 Jahre, gegenüber 12,75 Jahren im Jahr 1970.
1		Bei jeder Bewegung der Handlingmaschinen leuchtet ein schrilles Warngeräusch über dem Gelände.
1		Weitere Attraktionen am Sonntag sind das Maisnetz, der Handwerksmarkt und die Schafhaltung.
1		Es hat uns wirklich Spaß gemacht, das Auto der Defender Challenge zu entwickeln - es wird eine wirklich lustige Meisterschaft werden.
1		Da im Haushaltsjahr 2012 weniger Investitionen getätigt wurden als geplant, sind auch die Reserven höher ausgefallen.
1		Globe-Trotting-Jet-Verkäufer tragen sogar Klebeband-Maßnahmen, um konkurrierende Layouts zu überprüfen.
1		Bisher kann die Kempten Polizeiabteilung auf eine ruhige Halloween-Nacht zurückblicken.
1		Überall gibt es Grundnahrungsmittel, und in jedem Supermarkt gibt es jetzt Sojamilch und andere Produkte.
1		Zu den von der US-Justizbehörde erhobenen Anklagepunkten gehören Spionage und Diebstahl von Staatseigentum.
1		Der Überschuss ist in erster Linie auf höhere Handelssteuereinnahmen und den Beitrag der lokalen Behörden zur Einkommensteuer zurückzuführen.
1		Im Damenrennen erreichte Christiane Cohsmann die schnellste Zeit im Hauptlauf.
1		"Das redaktionelle Management von New Express war gestört", sagte der Regulierer in einer Erklärung.
1		"Die Erwachsenen sollten in der Lage sein, ihre eigenen Entscheidungen über das legale Geschlecht zu treffen", sagte sie.
1		"Es kann bedeuten, dass ein früher als erwartet gespieltes Gespräch geführt wird", so Kaplowitz.
1		Bronze ging an Rainer und Bernd Maier des Asphaltriecher-Teams.
1		"Ich bin der Meinung, dass es eine ausreichende Grundlage gibt", sagte er für eine formelle Untersuchung.
1		Es wird wahrscheinlich nicht mehr lange dauern, bis wir verstehen, warum ihre Zahl manchmal in die eine Richtung geht, manchmal in die andere Richtung.
1		Die beiden Jungen im Alter von 14 und 12 Jahren hatten ihr Opfer zur Vogeljagd eingeladen.
1		Der Film versinkt nie in Klugheit oder Sensationslust - und das ist das Problem.
1		Häußler deutete jedoch an, dass die Finanzierung nur dann erfolgen würde, wenn ein Gesamtkonzept entwickelt würde.
1		Johanna Rahner fuhr fort: "Die entscheidende Herausforderung dabei bleibt jedoch die Todesangst".
1		Dieser Fall sollte Kriminellen als Warnung dienen, dass niemand außerhalb der Reichweite des Gesetzes liegt.
1		Dieter Thomas Kuhn in Stuttgart: Die "singende Bergwelle" auf der Freiluftbühne
1		Das Flugzeug war voll, sagte er, "und es wurde lickig gespalten".
1		Das Diskussionspapier umreißt 12 Maßnahmen, die zuvor vom ehemaligen Einwanderungsminister Chris Bowen geprüft wurden.
1		Er sorgt für eine ausgewogene, abwechslungsreiche Ernährung, wobei alles auch einen guten, herzhaften Geschmack haben sollte.
1		Schauspieler Orlando Bloom und Model Miranda Kerr wollen ihre eigenen Wege gehen.
1		Um ein solches Konzept zu entwickeln, ist die Stadt auf die Mitwirkung ihrer Bürger angewiesen.
1		Abends werden die Fans der Blasmusik zu einem besonderen Genuss werden.
1		Das ist etwas, was man in Amerika als zweijähriger Medizinstudent nie schaffen würde.
1		Nun, Mitte der fünfziger Jahre, hat Waltraud Ries andere Gedanken darüber.
1		Die Bürgerinitiative bedankte sich bei denen, die Farbe gespendet haben, und bei all denen, die die Hand geliehen haben.
1		Anstelle der geplanten 1,5 Millionen Euro betrug der Wert für das letzte Jahr 2,5 Millionen Euro.
1		Am Mittwoch wurde der Meilenpreis auf 25 Prozent der Meilen der Reise gekürzt.
1		Die Opfer gehörten angeblich der konkurrierenden Bande an, den Hell 's Angels.
1		Dieses Jahr gab es noch mehr absolute Spitzensportler am Start des Hauptlaufes.
1		Laut Anschuldigungen war dies Teil eines Grabenkrieges und stellte eine Demonstration der Macht dar.
1		Doch in dieser Wiederholung einer flüsterhaften alten Geschichte ist ein interessanter Punkt verloren gegangen.
1		Philip K. Dick zu lesen bedeutet, der Wahrheit immer wieder näher zu kommen.
1		Zum Vergleich: In den Vereinigten Staaten beträgt das Verhältnis je 413 Personen einen Arzt.
1		Den Behörden zufolge verläuft eine Leiter 20 Meter unter der Erde bis zum eigentlichen Tunneleingang.
1		Mursis Rede auf dem Tahrir-Platz war voller dramatischer populistischer Gesten.
1		Die Kinder erhalten Hilfe von regionalen Handwerkern, die von 11.00 bis 17.00 Uhr anwesend sind.
1		Vertreter von Samsung, Huawei, HTC und Rockstar konnten nicht sofort erreicht werden.
1		Eine zweite Autopsie führte jedoch eine andere Todesursache auf, so Moore.
1		Das ältere Paar zitierte als Motiv eine Rivalität auf dem Fußballfeld.
1		14 Stunden lang kämpften Ärzte, um das Leben des Opfers zu retten, letztlich vergeblich.
1		Gönningen fand es äußerst schwierig, mit den harten und gut positionierten Offensivbewegungen fertig zu werden.
1		Das Tourismusbüro der Stadt Haigerloch steht Ihnen für Fragen und Informationen zur Verfügung.
1		Allerdings hat Bloom in einem Interview gesagt, dass er und Kerr sich immer noch lieben.
1		Dadurch wurden ideale Bedingungen für Popstar Dieter Thomas Kuhn und seine Band geschaffen.
1		Er erklärte der FT, dass er meinte, das Abkommen werde von Frelimo nicht mehr eingehalten.
1		Airbus und Boeing bieten keine Sitzplätze an, bieten aber einen Lieferantenkatalog an, aus dem die Fluggesellschaften auswählen können.
1		Er sagte, es sei "durchaus möglich", dass Franziskus die Kardinäle um Rat bitten würde.
1		Er hat keinen Schaden an seinen Gesundheits- oder Essstörungen erlitten - eine weitere weit verbreitete Annahme.
1		Mulcaire, Thurlbeck und Weatherup haben Telefonhacking zugelassen.
1		Der Rechtsanwalt für Kokainabhängige, der Herrn Big wegen polizeilicher Untersuchung abgewiesen hat, wird ins Gefängnis geworfen.
1		Herr Mazanga war auf die Frage eingegangen, ob Renamo diese Bedrohung wiederholen würde.
1		Das ist ein erdrückender Kostennachteil, wie wir bereits bei Grangemouth gesehen haben.
1		Im Seegebiet Mecklenburg wird heute ein Pilotprojekt für die Tourismusbranche gestartet.
1		Das Gebäude, eine Werkstatt mit integrierter Stallung für zwei Pferde, war nicht leicht zu sichern.
1		"Die Situationen, die entstehen können, sind so vielfältig wie die Menschen selbst", sagte Proctor.
1		Auch die traditionelle Kindertanzgruppe Gutach wird um 11.30 Uhr auftreten.
1		"Es war ein Schock", erinnert sich eine Frau, deren Tochter ihre Zeit mit 10 begann.
1		Ihr Repertoire umfasst jedoch auch emotionale Walzer und einen vollen Big-Band-Sound.
1		Bei einigen Lastwagen können die vorderen Sitze einen Defekt im Aufzugsmechanismus aufweisen.
1		Seit mehreren Jahren bieten Fluggesellschaften Passagieren Wi-Fi-Dienste bei Kreuzfahrten an.
1		Phase eins wird aus einer neuen Hochgeschwindigkeitsbahnstrecke zwischen London und den West Midlands bestehen.
1		Allerdings hat die Krankheit des Leadsängers Alex Turner dazu geführt, dass die Show verschoben wurde.
1		Das Aussehen des Rauchturms und des Ofens erinnern Jumbo an ein U-Boot.
1		Auf der mexikanischen Seite befindet sich der Eingang in einem Gebäude, das 80 m von der Grenze entfernt liegt.
1		Am Freitagmorgen (Ortszeit) feuerten unbekannte verdächtige Schüsse auf den LAX-Flughafen.
1		Die Indiskretionen haben die US-Regierung in den Mittelpunkt eines diplomatischen Unwetters mit ihren Verbündeten gerückt.
1		Ein Mann erklärte, dass die kostenlose Bruchoperation, die er erhalten hatte, ihm die Wiederaufnahme der Arbeit ermöglichen würde.
1		Was ist falsch an Menschen, die ständig ihre Fastfood-Taschen aus dem Autofenster werfen?
1		Eine 1000 Meilen lange Reise mit dem Ziel, die von einem Online-Reisebüro gekauft wurde, würde somit 250 Meilen verdienen.
1		Bitte kontaktieren Sie den Kundendienst an der Kasse, an der Sie Ihre Tickets erworben haben, um weitere Unterstützung zu erhalten.
1		Vielmehr, so sagte er, trübten ihre Freundschaften mit dem Herrn ihre Urteile über die Berichterstattung über ihn aus.
1		Ein paar Chips, ein Koks, ein Burger - und dann zu Hause und ins Bett!
1		Als der Junge etwa 15 Jahre alt war, wechselte er zurück zu einem Jungen und heiratete eine Frau.
1		Ich gehe davon aus, dass sich das Vereinigte Königreich von diesem Projekt distanzieren wird, in der Hoffnung, sich in den USA wohlzufühlen.
1		Doch dann erschien Herr Chen im staatlichen Fernsehen, indem er zugab, falsche Geschichten für Geld veröffentlicht zu haben.
1		"Nun hat Franziskus diese acht Kardinäle ausgewählt, um ihm zu helfen", sagte Valero.
1		Die Klage gegen das Gesetz wurde von 26 Staaten und der National Federation of Independent Business eingereicht.
1		Seit September gibt es saisonale Stellenangebote für Mitarbeiter in Hotel- und Restaurantbetrieben.
1		Das Protein, das wir in der Eiscreme verwenden, reagiert bei neutralem pH-Wert mit Ihrer Zunge.
1		Das Log muss senkrecht geworfen werden, einmal Somersault sein und dann geradeaus liegen.
1		Indem sie die Medien zum Schweigen bringen, wissen Politiker, dass sie ungestraft tun können, was ihnen beliebt.
1		Meine Klassenkameraden weinten mit Freude, und meine Eltern sparten jede Zeitung, die sie finden konnten.
1		Wenn Europas mächtigste Person ins Visier genommen werden kann, dann sind Unternehmensführer sicherlich auch potenzielle Ziele.
1		Sie erläuterte den Sinn und Ursprung der Ausdrücke, die sie als "Brücken zur Vergangenheit" bezeichnete.
1		Basketball: Für den Neckar Riesen (Neckar Riesen) wachsen die Hopes.
1		Es ist möglich, diese Prozesse in unserem Sonnensystem zu untersuchen, um als Beispiel für andere Anwendungen zu dienen.
1		Die Sheffield-Gruppe sollte am Freitag am Hydro-Veranstaltungsort in der Stadt auftreten.
1		Ben Greenman: Der zehnte Jahrestag des New Yorker Comedy-Festivals: Der New Yorker
1		Gerster zufolge hat dies jedoch von Zeit zu Zeit zu einer Kürzung der Subventionen durch den Staat geführt.
1		Ihm blieb ein Fahrverbot aufgrund der besonderen Umstände erspart - aber es blieb ihm keine Geldstrafe erspart.
1		Heutzutage gibt es viele Möglichkeiten, das Haus oder die Wohnung barrierefrei zu gestalten.
1		Auch die Durchsetzung der Beschränkungen wird zunehmend schwieriger, da die Verwendung der Geräte inzwischen allgegenwärtig ist.
1		Es gibt eine zunehmende gesellschaftliche Akzeptanz der Pfändung als Mittel zur Sicherung kurzfristiger, gesicherter Finanzierungen.
1		Hermann und Warthmann erreichten dann gleichzeitig die Ziellinie, um in der Gesamtwertung den gemeinsamen dritten Platz einzunehmen.
1		Es gibt viele bekannte Theorien über die Ursachen der präcocious puberty.
1		"Sprichwörter enthalten Perlen der Weisheit, Gebote oder Warnungen", erklärte sie.
1		Laut Angaben der Weltgesundheitsorganisation gibt es in Kamerun nur einen Arzt für 5000 Menschen.
1		Mit seinem hochmodernen und dennoch gemütlichen Café-Ambiente wirkt es wie ein Ort zum Wohlfühlen.
1		Und mit einer Veranstaltung appelliere ich immer nur an diejenigen, die sich für das besondere Ereignis interessiert haben.
1		Dies ist besonders interessant in einer Zeit, in der Nagold seine Geburtsklinik abschaffen wird.
1		Die Zusammenarbeit mit anderen gleichgesinnten Ländern wird im außerföderalen Europa der Nationen einfacher sein.
1		Schmidt selbst wollte nach dem Geplänkel mit Hütter keinen Kontakt zu seinen Kollegen haben.
1		Die drei Schiffsentlader auf der Brücke und der zweite Transportgurt konnten diesen Anstieg auf 10 Millionen sehen.
1		Zu den behandelten Themen gehörten unter anderem die direkte Demokratie, die Bestechung von Abgeordneten und die föderale Polizei.
1		Es gibt veganische Restaurants wie die Kombüse in Mannheim oder das Café Vogelfrei.
